Nasco_product_category,Nasco_product_sub_category,Nasco_product_id,Nasco_product_name,Nasco_product_quantity,Nasco_product_price,Nasco_product_url,Nasco_image_url
Art Supplies & Crafts,Art Supplies,X0000EL11297,Kinetic Sand,1,$ 17.75,https://www.nascoeducation.com/kinetic-sand-x0000el11297.html,https://www.nascoeducation.com/media/catalog/product/cache/465f3046c8658da626e76b96d8ed42e5/e/l/el11297-main_95sqtcujdnf3akp7.jpg
Art Supplies & Crafts,Art Supplies,NE20017,Royal Brush® Azure™ Professional Artist Alcohol Markers - Set of 40,1,$ 60.2,https://www.nascoeducation.com/royal-brush-azure-professional-artist-alcohol-markers-set-of-40-ne20017.html,https://www.nascoeducation.com/media/catalog/product/cache/465f3046c8658da626e76b96d8ed42e5/n/e/ne20017-main_7cw3y6kvexaem440.jpg
Art Supplies & Crafts,Art Supplies,NE20068,Nasco Square Canvas Panel - 6 in. x 6 in. - Pack of 12,1,$ 13.9,https://www.nascoeducation.com/nasco-square-canvas-panel-6-in-x-6-in-pack-of-12-ne20068.html,https://www.nascoeducation.com/media/catalog/product/cache/465f3046c8658da626e76b96d8ed42e5/n/e/ne20068-main_yu73p4xfsajxzznu.jpg
Art Supplies & Crafts,Art Supplies,Z30476,Shain Mobile Tote Tray Storage Cabinet - 24 Trays,1,$ 2745.37,https://www.nascoeducation.com/shain-mobile-tote-tray-storage-cabinet-24-trays-z30476.html,https://www.nascoeducation.com/media/catalog/product/cache/465f3046c8658da626e76b96d8ed42e5/z/3/z30476-main_yukmuscnaqumqris.jpg
Art Supplies & Crafts,Art Supplies,Z48483,Jiffy Small Padding Press Starter Glue Kit,1,$ 105,https://www.nascoeducation.com/jiffy-small-padding-press-starter-glue-kit-z48483.html,https://www.nascoeducation.com/media/catalog/product/cache/465f3046c8658da626e76b96d8ed42e5/z/4/z48483-main_txspq0ltraiqdwil.jpg
Art Supplies & Crafts,Art Supplies,Z51497,SKUTT Ceramic Kiln with Touchscreen Controller - Model KMT-1027-3 - with 3 in. Firebrick,1,$ 4550,https://www.nascoeducation.com/skutt-ceramic-kiln-with-touchscreen-controller-model-kmt-1027-3-with-3-in-firebrick-z51497.html,https://www.nascoeducation.com/media/catalog/product/cache/465f3046c8658da626e76b96d8ed42e5/z/5/z51497-main_utlhrhz9qsbce7zf.jpg
Art Supplies & Crafts,Art Supplies,9715538,"Nasco Acrylic Paint, Pint Set #1 - Mixed Colors",1,$ 36.25,https://www.nascoeducation.com/nasco-acrylic-paint-pint-set-1-mixed-colors-9715538.html,https://www.nascoeducation.com/media/catalog/product/cache/465f3046c8658da626e76b96d8ed42e5/9/7/9715538-main_kbnjslyqqo5lc80v.jpg
Art Supplies & Crafts,Art Supplies,9716845,Dynasty® Taklon Hobby Brushes - Set of 10,1,$ 15.25,https://www.nascoeducation.com/dynasty-taklon-hobby-brushes-set-of-10-9716845.html,https://www.nascoeducation.com/media/catalog/product/cache/465f3046c8658da626e76b96d8ed42e5/9/7/9716845-main_wwdwowmkx4cmc3og.jpg
Art Supplies & Crafts,Art Supplies,9724508,Creative Paperclay® - 1-lb. Pkg.,1,$ 12.7,https://www.nascoeducation.com/creative-paperclay-1-lb-pkg-9724508.html,https://www.nascoeducation.com/media/catalog/product/cache/465f3046c8658da626e76b96d8ed42e5/9/7/9724508-main_gnmrlzroiqk0pk2p.jpg
Art Supplies & Crafts,Art Supplies,9726091,White Plastic Table Cover - Pkg. of 12,1,$ 28.95,https://www.nascoeducation.com/white-plastic-table-cover-pkg-of-12-9726091.html,https://www.nascoeducation.com/media/catalog/product/cache/465f3046c8658da626e76b96d8ed42e5/9/7/9726091-main_hynlqthryggomfgu.jpg
Art Supplies & Crafts,Art Supplies,9729042,Canson® XL® Recycled Paper Drawing Pad - 9 in. x 12 in. - 60 Sheets - 70 lb. - Top Wire,1,$ 10.25,https://www.nascoeducation.com/canson-xl-recycled-paper-drawing-pad-9-in-x-12-in-60-sheets-70-lb-top-wire-9729042.html,https://www.nascoeducation.com/media/catalog/product/cache/465f3046c8658da626e76b96d8ed42e5/9/7/9729042-main_implmutlqjxhoo8a.jpg
Art Supplies & Crafts,Art Supplies,9730000,Jack Richeson® Economy 6- Well Mixing Tray,1,$ 1,https://www.nascoeducation.com/jack-richeson-economy-6-well-mixing-tray-9730000.html,https://www.nascoeducation.com/media/catalog/product/cache/465f3046c8658da626e76b96d8ed42e5/1/6/16e31a8c88ac4fb832a3453d76438822821638cacd80f490b05b2ce625f22760.jpeg
Art Supplies & Crafts,Art Supplies,9730184,Bucket of Pottery Tools,1,$ 133.1,https://www.nascoeducation.com/bucket-of-pottery-tools-9730184.html,https://www.nascoeducation.com/media/catalog/product/cache/465f3046c8658da626e76b96d8ed42e5/9/7/9730184-main_7i1rsykl3pmzruoh.jpg
Art Supplies & Crafts,Art Supplies,9730440,Fiskars® Performance 8 in. Softgrip® Scissors Set,1,$ 16.2,https://www.nascoeducation.com/fiskars-performance-8-in-softgrip-scissors-set-9730440.html,https://www.nascoeducation.com/media/catalog/product/cache/465f3046c8658da626e76b96d8ed42e5/9/7/9730440-main_rcvv0c1wasmqgmfl.jpg
Art Supplies & Crafts,Art Supplies,9733689,Nasco Scratchboard Classroom Set,1,$ 61,https://www.nascoeducation.com/nasco-scratchboard-classroom-set-9733689.html,https://www.nascoeducation.com/media/catalog/product/cache/465f3046c8658da626e76b96d8ed42e5/9/7/9733689-main_st1obhtyrr5znvzk.jpg
Art Supplies & Crafts,Art Supplies,9734502,Jack Richeson® Studio Watercolor Paper - 100 Sheets - 22- 1/2 in. x 30- 1/2 in. - 135 lb.,1,$ 166.75,https://www.nascoeducation.com/jack-richeson-studio-watercolor-paper-100-sheets-22-1-2-in-x-30-1-2-in-135-lb-9734502.html,https://www.nascoeducation.com/media/catalog/product/cache/465f3046c8658da626e76b96d8ed42e5/9/7/9734502-main_spqh1gbmdfmreqzr.jpg
Art Supplies & Crafts,Art Supplies,9739467,Strathmore® 100 Youth Series Black Chalk Pad - 9 in. x 12 in. - 15 Sheets,1,$ 8.15,https://www.nascoeducation.com/strathmore-100-youth-series-black-chalk-pad-9-in-x-12-in-15-sheets-9739467.html,https://www.nascoeducation.com/media/catalog/product/cache/465f3046c8658da626e76b96d8ed42e5/9/7/9739467-main_w2iynztwh3b0mhd3.jpg
Art Supplies & Crafts,Art Supplies,9740731,Jack Richeson® Clear Carve Etch Plates - 9 in. x 12 in. - Pack of 3,1,$ 14,https://www.nascoeducation.com/jack-richeson-clear-carve-etch-plates-9-in-x-12-in-pack-of-3-9740731.html,https://www.nascoeducation.com/media/catalog/product/cache/465f3046c8658da626e76b96d8ed42e5/9/7/9740731-main_afb5jx5zckdnk40i.jpg
Art Supplies & Crafts,Art Supplies,9742075,Speedball® Printmaking Pad - 11 in. x 14 in.,1,$ 21.95,https://www.nascoeducation.com/speedball-printmaking-pad-11-in-x-14-in-9742075.html,https://www.nascoeducation.com/media/catalog/product/cache/465f3046c8658da626e76b96d8ed42e5/9/7/9742075-main_ogxafphwjfwkeove.jpg
Art Supplies & Crafts,Art Supplies,X00000300426,Jack Richeson® Wood Manikin 12 in.,1,$ 6.4,https://www.nascoeducation.com/jack-richeson-wood-manikin-12-in-x00000300426.html,https://www.nascoeducation.com/media/catalog/product/cache/465f3046c8658da626e76b96d8ed42e5/0/3/0300426-main_yk4jwqlairpwe8mj.jpg
Art Supplies & Crafts,Art Supplies,X00009709422,Choxil Ceramic ChalkLike Underglaze Pencils,1,$ 4.5,https://www.nascoeducation.com/choxil-ceramic-chalklike-underglaze-pencils-x00009709422.html,https://www.nascoeducation.com/media/catalog/product/cache/465f3046c8658da626e76b96d8ed42e5/9/7/9709422-main_edbzamkbnd6zdwto.jpg
Art Supplies & Crafts,Art Supplies,X00009723300,Fredrix Real Canvas Pad,1,$ 7.15,https://www.nascoeducation.com/fredrix-real-canvas-pad-x00009723300.html,https://www.nascoeducation.com/media/catalog/product/cache/465f3046c8658da626e76b96d8ed42e5/9/7/9728660-main_iujatjxmuwlpqevx.jpg
Art Supplies & Crafts,Art Supplies,X00009724634,Elmer's® All-Purpose Glue Stick,1,$ 0.8,https://www.nascoeducation.com/elmers-all-purpose-clear-glue-stick-x00009724634.html,https://www.nascoeducation.com/media/catalog/product/cache/465f3046c8658da626e76b96d8ed42e5/9/7/9724634-main_s5hhoywzesdfnct2.jpg
Art Supplies & Crafts,Art Supplies,X00009728687,Stowaway Bin,1,$ 7.9,https://www.nascoeducation.com/stowaway-bin-x00009728687.html,https://www.nascoeducation.com/media/catalog/product/cache/465f3046c8658da626e76b96d8ed42e5/9/7/9728687-main_slo2tsnfpqistepb.jpg
Art Supplies & Crafts,Art Supplies,X00009729364,Artograph® LightPad® 930 LED Light Box,1,$ 168.95,https://www.nascoeducation.com/artograph-lightpad-930-led-light-box-x00009729364.html,https://www.nascoeducation.com/media/catalog/product/cache/465f3046c8658da626e76b96d8ed42e5/9/7/9729365-main_b9un0usch839fmzu.jpg
Art Supplies & Crafts,Art Supplies,EL10516,Crayola® 8-Color Conical-Tip Ultra-Clean Washable® Marker Classpack® - Set of 3 Classpacks®,1,$ 279.15,https://www.nascoeducation.com/crayola-8-color-conical-tip-ultra-clean-washable-marker-classpack-set-of-3-classpacks-el10516.html,https://www.nascoeducation.com/media/catalog/product/cache/465f3046c8658da626e76b96d8ed42e5/e/l/el10516-main_qvzzwjl5apg6kgon.jpg
Art Supplies & Crafts,Art Supplies,NE20067,"Nasco Canvas Board - 20 in. x 24 in., Pkg. of 12",1,$ 69.5,https://www.nascoeducation.com/nasco-canvas-board-20-in-x-24-in-pkg-of-12-ne20067.html,https://www.nascoeducation.com/media/catalog/product/cache/465f3046c8658da626e76b96d8ed42e5/n/e/ne20067-main_w1c1gqn1fsngxqg2.jpg
Art Supplies & Crafts,Art Supplies,Z30442,Copernicus Educational Wall-Mount Drying Rack - 20-Shelf,1,$ 203.85,https://www.nascoeducation.com/copernicus-educational-wall-mount-drying-rack-20-shelf-z30442.html,https://www.nascoeducation.com/media/catalog/product/cache/465f3046c8658da626e76b96d8ed42e5/z/3/z30442-main_kazjnd3iaf55dapi.jpg
Art Supplies & Crafts,Art Supplies,Z48482,Jiffy Small Padding Press,1,$ 305,https://www.nascoeducation.com/jiffy-small-padding-press-z48482.html,https://www.nascoeducation.com/media/catalog/product/cache/465f3046c8658da626e76b96d8ed42e5/z/4/z48482-main_ihvkogwbyembknd5.jpg
Art Supplies & Crafts,Art Supplies,Z51496,SKUTT Ceramic Kiln with Touchscreen Controller - Model KMT-1027 - with 2-1/2 in. Firebrick - 240V 1 Phase,1,$ 4300,https://www.nascoeducation.com/skutt-ceramic-kiln-with-touchscreen-controller-model-kmt-1027-with-2-1-2-in-firebrick-240v-1-phase-z51496.html,https://www.nascoeducation.com/media/catalog/product/cache/465f3046c8658da626e76b96d8ed42e5/z/5/z51496-main_vqjepjiedi6pxyrk.jpg
Art Supplies & Crafts,Art Supplies,9706100,Economy Graph Paper - 50-Sheet Pad - 1/4 in. Grid - 11 in. x 17 in.,1,$ 3.25,https://www.nascoeducation.com/economy-graph-paper-50-sheet-pad-1-4-in-grid-11-in-x-17-in-9706100.html,https://www.nascoeducation.com/media/catalog/product/cache/465f3046c8658da626e76b96d8ed42e5/9/7/9706100-main_b5d2yvilipwpyhl6.jpg
Art Supplies & Crafts,Art Supplies,9711704,Liquitex® Basics Introductory Paint Set - 0.75-oz. Tubes,1,$ 17.75,https://www.nascoeducation.com/liquitex-basics-introductory-paint-set-0-75-oz-tubes-9711704.html,https://www.nascoeducation.com/media/catalog/product/cache/465f3046c8658da626e76b96d8ed42e5/9/7/9711704-main_zrycjbelumfdz8pv.jpg
Art Supplies & Crafts,Art Supplies,9716843,Royal Brush® Gold Taklon Brushes - Set of 10,1,$ 8.9,https://www.nascoeducation.com/royal-brush-gold-taklon-brushes-set-of-10-9716843.html,https://www.nascoeducation.com/media/catalog/product/cache/465f3046c8658da626e76b96d8ed42e5/9/7/9716843-main_6ucgrlf8uufcjtam.jpg
Art Supplies & Crafts,Art Supplies,9722873,Boneware - Grey - 50-lb. Box,1,$ 85.5,https://www.nascoeducation.com/boneware-grey-50-lb-box-9722873.html,https://www.nascoeducation.com/media/catalog/product/cache/465f3046c8658da626e76b96d8ed42e5/9/7/9722873-main_6f2y4gscw4qdq5bc.jpg
Art Supplies & Crafts,Art Supplies,9725099,Natural Canvas Adult Aprons - Pkg. of 18,1,$ 82.45,https://www.nascoeducation.com/natural-canvas-adult-aprons-pkg-of-18-9725099.html,https://www.nascoeducation.com/media/catalog/product/cache/465f3046c8658da626e76b96d8ed42e5/9/7/9725099-main_hex576iybjfikati.jpg
Art Supplies & Crafts,Art Supplies,9727729,Royal Brush® Sculpting/Ribbon Classroom Caddie™ - Set of 72,1,$ 75.4,https://www.nascoeducation.com/royal-brush-sculpting-ribbon-classroom-caddie-set-of-72-9727729.html,https://www.nascoeducation.com/media/catalog/product/cache/465f3046c8658da626e76b96d8ed42e5/9/7/9727729-main_8fkzl2ourewe1qaq.jpg
Art Supplies & Crafts,Art Supplies,9727863,Nasco Basic Drawing Kit - with Sketchpad,1,$ 8.75,https://www.nascoeducation.com/nasco-basic-drawing-kit-with-sketchpad-9727863.html,https://www.nascoeducation.com/media/catalog/product/cache/465f3046c8658da626e76b96d8ed42e5/9/7/9727863-main_jyfcof0bhkkm8rtr.jpg
Art Supplies & Crafts,Art Supplies,9729865,Palette Paper for Paint Bank™ Senior,1,$ 12.3,https://www.nascoeducation.com/palette-paper-for-paint-bank-senior-9729865.html,https://www.nascoeducation.com/media/catalog/product/cache/465f3046c8658da626e76b96d8ed42e5/9/7/9729865-main_t9bl1eahss6ptwfu.jpg
Art Supplies & Crafts,Art Supplies,9730356,Derwent Academy Colored Pencil Tin - Set of 12,1,$ 14.25,https://www.nascoeducation.com/derwent-academy-colored-pencil-tin-set-of-12-9730356.html,https://www.nascoeducation.com/media/catalog/product/cache/465f3046c8658da626e76b96d8ed42e5/9/7/9730356-main_tljhntzqmhbtpejf.jpg
Art Supplies & Crafts,Art Supplies,9730434,Fiskars® Performance Softgrip® Titanium Nonstick 8 in. Scissors,1,$ 9.05,https://www.nascoeducation.com/fiskars-performance-softgrip-titanium-nonstick-8-in-scissors-9730434.html,https://www.nascoeducation.com/media/catalog/product/cache/465f3046c8658da626e76b96d8ed42e5/9/7/9730434-main_twnonkyhpi1b9hmz.jpg
Art Supplies & Crafts,Art Supplies,9731563,Student Modeling Tools - Set of 35,1,$ 21.5,https://www.nascoeducation.com/student-modeling-tools-set-of-35-9731563.html,https://www.nascoeducation.com/media/catalog/product/cache/465f3046c8658da626e76b96d8ed42e5/9/7/9731563-main_9mcv5d7dxctk4rml.jpg
Art Supplies & Crafts,Art Supplies,9732990,Global Art® Folia® Art Stock Black Drawing Paper - 10 Sheets - 19-1/2 in. x 27-1/2 in. - 105 lb.,1,$ 14.25,https://www.nascoeducation.com/global-art-folia-art-stock-black-drawing-paper-10-sheets-19-1-2-in-x-27-1-2-in-105-lb-9732990.html,https://www.nascoeducation.com/media/catalog/product/cache/465f3046c8658da626e76b96d8ed42e5/9/7/9732990-main_lh2huch2cmsaytuu.jpg
Art Supplies & Crafts,Art Supplies,9734501,Jack Richeson® Studio Watercolor Paper - 200 Sheets - 18 in. x 24 in. - 135 lb.,1,$ 305.95,https://www.nascoeducation.com/jack-richeson-studio-watercolor-paper-200-sheets-18-in-x-24-in-135-lb-9734501.html,https://www.nascoeducation.com/media/catalog/product/cache/465f3046c8658da626e76b96d8ed42e5/9/7/9734501-main_txppcxf9e31j7h87.jpg
Art Supplies & Crafts,Art Supplies,9740730,Jack Richeson® Clear Carve Etch Plates - 8 in. x 10 in. - Pack of 3,1,$ 11,https://www.nascoeducation.com/jack-richeson-clear-carve-etch-plates-8-in-x-10-in-pack-of-3-9740730.html,https://www.nascoeducation.com/media/catalog/product/cache/465f3046c8658da626e76b96d8ed42e5/9/7/9740730-main_whfrsuuwqhiaq0gs.jpg
Art Supplies & Crafts,Art Supplies,9742001,Pacon® Printmaking Paper - 9 in. x 12 in.,1,$ 8.65,https://www.nascoeducation.com/pacon-printmaking-paper-9-in-x-12-in-9742001.html,https://www.nascoeducation.com/media/catalog/product/cache/465f3046c8658da626e76b96d8ed42e5/6/9/690ca764b3d05fffb9809653912b2fd7a388fe50ff2197e539650f73b45b1986.jpeg
Art Supplies & Crafts,Art Supplies,Z14640,Extra Screen Panels with Clips for Kiln Safety Screen,1,$ 77.8,https://www.nascoeducation.com/extra-screen-panels-with-clips-for-kiln-safety-screen-z14640.html,https://www.nascoeducation.com/media/catalog/product/cache/465f3046c8658da626e76b96d8ed42e5/z/1/z14640-main_2shwagla3ir9cu4q.jpg
Art Supplies & Crafts,Art Supplies,X00000300425,Jack Richeson® Wood Manikin 16 in.,1,$ 21,https://www.nascoeducation.com/jack-richeson-wood-manikin-16-in-x00000300425.html,https://www.nascoeducation.com/media/catalog/product/cache/465f3046c8658da626e76b96d8ed42e5/0/3/0300425-main_xmr5b03dcsy6r6j5.jpg
Art Supplies & Crafts,Art Supplies,X00009715985,Ar tBin Essentials Lift-Out Tray Box,1,$ 17.4,https://www.nascoeducation.com/ar-tbin-essentials-lift-out-tray-box-x00009715985.html,https://www.nascoeducation.com/media/catalog/product/cache/465f3046c8658da626e76b96d8ed42e5/9/7/9715985-main_lyi22w3uyq2ewnjs.jpg
Art Supplies & Crafts,Art Supplies,X00009719115,Porta-Trace LED Stainless Steel Light Box,1,$ 81.5,https://www.nascoeducation.com/porta-trace-led-stainless-steel-light-box-x00009719115.html,https://www.nascoeducation.com/media/catalog/product/cache/465f3046c8658da626e76b96d8ed42e5/9/7/9719115-main.jpg
Art Supplies & Crafts,Art Supplies,X00009723798,UHU® Blue Glu-Stick,1,$ 2.25,https://www.nascoeducation.com/uhu-blue-glu-stick-x00009723798.html,https://www.nascoeducation.com/media/catalog/product/cache/465f3046c8658da626e76b96d8ed42e5/9/7/9723798-main_og7myb9v9bozxf4y.jpg
Art Supplies & Crafts,Art Supplies,NE20066,Nasco Square Canvas Panel - 4 in. x 4 in. - Pack of 12,1,$ 12.6,https://www.nascoeducation.com/nasco-square-canvas-panel-4-in-x-4-in-pack-of-12-ne20066.html,https://www.nascoeducation.com/media/catalog/product/cache/465f3046c8658da626e76b96d8ed42e5/n/e/ne20066-main_wjm3fkothdax1qis.jpg
Art Supplies & Crafts,Art Supplies,NE20300,Liquitex® Heavy Body Fluorescent Acrylic Paint Set,1,$ 69,https://www.nascoeducation.com/liquitex-heavy-body-fluorescent-acrylic-paint-set-ne20300.html,https://www.nascoeducation.com/media/catalog/product/cache/465f3046c8658da626e76b96d8ed42e5/4/7/47e85637c47996c6e2b0885bf5fabbd913b9ae88530620c6e9421db5bf47fc33.jpeg
Art Supplies & Crafts,Art Supplies,Z30441,Copernicus Educational Double-Sided Drying Rack - 40-Shelf,1,$ 329.6,https://www.nascoeducation.com/copernicus-educational-double-sided-drying-rack-40-shelf-z30441.html,https://www.nascoeducation.com/media/catalog/product/cache/465f3046c8658da626e76b96d8ed42e5/z/3/z30441-main_xrcdwsftuys9ydwh.jpg
Art Supplies & Crafts,Art Supplies,Z51495,SKUTT Ceramic Kiln with Touchscreen Controller - Model KMT-1027 - with 2-1/2 in. Firebrick - 240V 3 Phase,1,$ 4375,https://www.nascoeducation.com/skutt-ceramic-kiln-with-touchscreen-controller-model-kmt-1027-with-2-1-2-in-firebrick-240v-3-phase-z51495.html,https://www.nascoeducation.com/media/catalog/product/cache/465f3046c8658da626e76b96d8ed42e5/z/5/z51495-main_j211mkqlujrpv4oc.jpg
Art Supplies & Crafts,Art Supplies,9700796,PRANG® Sketcho® Oil Crayons - Set of 24,1,$ 17.8,https://www.nascoeducation.com/prang-sketcho-oil-crayons-set-of-24-9700796.html,https://www.nascoeducation.com/media/catalog/product/cache/465f3046c8658da626e76b96d8ed42e5/9/7/9700796-main_l7wzvnaxa4qarbdm.jpg
Art Supplies & Crafts,Art Supplies,9705811,Alvin® Draftsman’s Duster,1,$ 5.8,https://www.nascoeducation.com/alvin-draftsmans-duster-9705811.html,https://www.nascoeducation.com/media/catalog/product/cache/465f3046c8658da626e76b96d8ed42e5/9/7/9705811-main_i8eum11ukqf5ltsg.jpg
Art Supplies & Crafts,Art Supplies,9716160,Dynasty® White Nylon Round Taklon Brushes - Set of 5,1,$ 13.25,https://www.nascoeducation.com/dynasty-white-nylon-round-taklon-brushes-set-of-5-9716160.html,https://www.nascoeducation.com/media/catalog/product/cache/465f3046c8658da626e76b96d8ed42e5/9/7/9716160-main_thkw7xh9aficsul8.jpg
Art Supplies & Crafts,Art Supplies,9722871,Claystone® - 50 lbs. - Red,1,$ 71.5,https://www.nascoeducation.com/claystone-50-lbs-red-9722871.html,https://www.nascoeducation.com/media/catalog/product/cache/465f3046c8658da626e76b96d8ed42e5/9/7/9722871-main_pbwhkms4angjd0nv.jpg
Art Supplies & Crafts,Art Supplies,9724710,8-oz. Bottle with Yorker Top,1,$ 1.5,https://www.nascoeducation.com/8-oz-bottle-with-yorker-top-9724710.html,https://www.nascoeducation.com/media/catalog/product/cache/465f3046c8658da626e76b96d8ed42e5/9/7/9724710-main_oefp1vwz4hcyoggh.jpg
Art Supplies & Crafts,Art Supplies,9727113,Pacon® Art1st® Sketch Diary - 11 in. x 8-1/2 in.,1,$ 10.6,https://www.nascoeducation.com/pacon-art1st-sketch-diary-11-in-x-8-1-2-in-9727113.html,https://www.nascoeducation.com/media/catalog/product/cache/465f3046c8658da626e76b96d8ed42e5/9/7/9727113-main_udftmoymtkziudof.jpg
Art Supplies & Crafts,Art Supplies,9727700,Royal Brush® Cleaning Tools - Value Pack of 72,1,$ 45,https://www.nascoeducation.com/royal-brush-cleaning-tools-value-pack-of-72-9727700.html,https://www.nascoeducation.com/media/catalog/product/cache/465f3046c8658da626e76b96d8ed42e5/9/7/9727700-main_wgqsfpyfvdks3bsr.jpg
Art Supplies & Crafts,Art Supplies,9728953,Mijello Artelier Peelable Acrylic/Oil Palette,1,$ 35.25,https://www.nascoeducation.com/mijello-artelier-peelable-acrylic-oil-palette-9728953.html,https://www.nascoeducation.com/media/catalog/product/cache/465f3046c8658da626e76b96d8ed42e5/9/7/9728953-main_nz1cl0rbn98cr67n.jpg
Art Supplies & Crafts,Art Supplies,9729722,PRISMACOLOR® Premier Manga Colored Pencils,1,$ 29.1,https://www.nascoeducation.com/prismacolor-premier-manga-colored-pencils-9729722.html,https://www.nascoeducation.com/media/catalog/product/cache/465f3046c8658da626e76b96d8ed42e5/9/7/9729722-main_ddx3fb8sdd1oq7vq.jpg
Art Supplies & Crafts,Art Supplies,9730433,Fiskars® Performance Softgrip® 8 in. Straight Scissors - Silver Titanium,1,$ 9.65,https://www.nascoeducation.com/fiskars-performance-softgrip-8-in-straight-scissors-silver-titanium-9730433.html,https://www.nascoeducation.com/media/catalog/product/cache/465f3046c8658da626e76b96d8ed42e5/9/7/9730433-main_gbjoxqahdpxi96gl.jpg
Art Supplies & Crafts,Art Supplies,9730685,Sculpey® Clay Tool Starter Set - Pkg. of 3,1,$ 9.45,https://www.nascoeducation.com/sculpey-clay-tool-starter-set-pkg-of-3-9730685.html,https://www.nascoeducation.com/media/catalog/product/cache/465f3046c8658da626e76b96d8ed42e5/9/7/9730685-main_zsolwecvppkzeazp.jpg
Art Supplies & Crafts,Art Supplies,9731901,Pacon® Gray Bogus Drawing Paper - Box of 250 - 12 in. x 18 in. - 80 lb.,1,$ 16.5,https://www.nascoeducation.com/pacon-gray-bogus-drawing-paper-box-of-250-12-in-x-18-in-80-lb-9731901.html,https://www.nascoeducation.com/media/catalog/product/cache/465f3046c8658da626e76b96d8ed42e5/9/7/9731901-main_3rinunzkhs3upqel.jpg
Art Supplies & Crafts,Art Supplies,9733621,Nasco Matting Made Simple Poster,1,$ 2.58,https://www.nascoeducation.com/nasco-matting-made-simple-poster-9733621.html,https://www.nascoeducation.com/media/catalog/product/cache/465f3046c8658da626e76b96d8ed42e5/9/7/9733621-main_ytfwkv28casvsqtk.jpg
Art Supplies & Crafts,Art Supplies,9734498,Jack Richeson® Studio Watercolor Paper - 425 Sheets - 9 in. x 12 in. - 135 lb.,1,$ 195,https://www.nascoeducation.com/jack-richeson-studio-watercolor-paper-425-sheets-9-in-x-12-in-135-lb-9734498.html,https://www.nascoeducation.com/media/catalog/product/cache/465f3046c8658da626e76b96d8ed42e5/9/7/9734498-main.jpg
Art Supplies & Crafts,Art Supplies,9740729,Jack Richeson® Clear Carve Etch Plates - 5 in. x 7 in. - Pack of 36,1,$ 48.5,https://www.nascoeducation.com/jack-richeson-clear-carve-etch-plates-5-in-x-7-in-pack-of-36-9740729.html,https://www.nascoeducation.com/media/catalog/product/cache/465f3046c8658da626e76b96d8ed42e5/9/7/9740729-main_g72wveb0opkt60yc.jpg
Art Supplies & Crafts,Art Supplies,9741370,Lineco® Curved Bookbinder’s Needles - Pkg. of 3 - 1-1/2 in. dia.,1,$ 6.25,https://www.nascoeducation.com/lineco-curved-bookbinders-needles-pkg-of-3-1-1-2-in-dia-9741370.html,https://www.nascoeducation.com/media/catalog/product/cache/465f3046c8658da626e76b96d8ed42e5/9/7/9741370-main_er65r9aswv9ilv0e.jpg
Art Supplies & Crafts,Art Supplies,9741877,Cosmos Blotting Paper - 24 in. x 38 in.,1,$ 7.5,https://www.nascoeducation.com/cosmos-blotting-paper-24-in-x-38-in-9741877.html,https://www.nascoeducation.com/media/catalog/product/cache/465f3046c8658da626e76b96d8ed42e5/9/7/9741877-main_qzyocya7gkbcexn5.jpg
Art Supplies & Crafts,Art Supplies,9742056,Framed Square Sign - 8 in. x 8 in.,1,$ 10,https://www.nascoeducation.com/framed-square-sign-8-in-x-8-in-9742056.html,https://www.nascoeducation.com/media/catalog/product/cache/465f3046c8658da626e76b96d8ed42e5/9/7/9742056-main_5cxkscrigkkzdmrr.jpg
Art Supplies & Crafts,Art Supplies,9742253,Tote Tray with Lid - Medium,1,$ 30,https://www.nascoeducation.com/tote-tray-with-lid-medium-9742253.html,https://www.nascoeducation.com/media/catalog/product/cache/465f3046c8658da626e76b96d8ed42e5/9/7/9742253-main_1thbithl5fffnoyn.jpg
Art Supplies & Crafts,Art Supplies,9737923,Nasco Monoprint Pad - 12 in. x 18 in.,1,$ 11.75,https://www.nascoeducation.com/nasco-monoprint-pad-12-in-x-18-in-9737923.html,https://www.nascoeducation.com/media/catalog/product/cache/465f3046c8658da626e76b96d8ed42e5/9/7/9737923-main_ut8wykt35gldsw7m.jpg
Art Supplies & Crafts,Art Supplies,X00009709403,Inovart Lumina Light Box,1,$ 115,https://www.nascoeducation.com/inovart-lumina-light-box-x00009709403.html,https://www.nascoeducation.com/media/catalog/product/cache/465f3046c8658da626e76b96d8ed42e5/9/7/9709403-main.jpg
Art Supplies & Crafts,Art Supplies,X00009721319,PRANG Colored Glue Sticks - 1.27 oz.,1,$ 2.95,https://www.nascoeducation.com/prang-colored-glue-sticks-1-27-oz-x00009721319.html,https://www.nascoeducation.com/media/catalog/product/cache/465f3046c8658da626e76b96d8ed42e5/d/1/d14caa1290f9450817a01f90745fc003258ce2dd04a527d9acc4d23261f618a2.jpeg
Art Supplies & Crafts,Art Supplies,X00009734417,Crescent No. 40C Chipboard School Pack,1,$ 25.6,https://www.nascoeducation.com/crescent-no-40c-chipboard-school-pack-x00009734417.html,https://www.nascoeducation.com/media/catalog/product/cache/465f3046c8658da626e76b96d8ed42e5/9/7/9734417-main_iqgaaxrggmyhzhie.jpg
